"","genes","A","phase","offset","peak","R2","pvalue","qvalue","peak_CI_left","peak_CI_right"
"ENSG00000121417","ENSG00000121417",0.0735591762462066,17.2170229894015,4.98786972166773,12.7829770105985,0.0964118528619297,0.0721490837929194,0.332745323268789,7.33619903098274,14.7795518154652
"ENSG00000121440","ENSG00000121440",0.0209629523719821,18.1999970201405,3.88968918646695,11.8000029798595,0.00156114814573527,0.957442329360138,0.974090185100273,3.69483284302937,-1.72862625966667
"ENSG00000121481","ENSG00000121481",0.145252027846794,13.0977247115049,4.87220479177518,16.9022752884951,0.130604901113107,0.0267241890529561,0.223583877995643,14.8502811938441,-5.73321896200352
"ENSG00000121486","ENSG00000121486",0.0876953048533205,15.151437806846,5.35922311825371,14.848562193154,0.171949993909726,0.008702484729882,0.145582725300729,13.4989831110034,17.1538260566894
"ENSG00000121542","ENSG00000121542",0.0524233934337048,10.8364319737148,4.37781804634492,-4.83643197371483,0.0342525209359884,0.401414339085572,0.63868000188706,12.9271475631146,-1.76193675102861
"ENSG00000121578","ENSG00000121578",0.0102034054517209,21.6355413857577,4.37064133033169,8.36445861424227,0.00105904541024449,0.970678408349641,0.982312063802591,-1.27159047290214,17.1342725254198
"ENSG00000121579","ENSG00000121579",0.0559369002135968,13.5226832460026,7.08420134686419,16.4773167539974,0.0679826598243838,0.160229496530866,0.444260839540275,14.5859216921737,-3.93356697323726
"ENSG00000121644","ENSG00000121644",0.0855074909593125,1.11247114404504,5.79717678992217,4.88752885595496,0.035251234212285,0.390591828263061,0.630282936724364,-1.45911765017679,8.09712174683124
"ENSG00000121653","ENSG00000121653",0.0591733117595792,5.18663297114449,7.29839626384475,0.813367028855511,0.0722908890873013,0.142160351064461,0.425897631779985,-2.62918591821432,3.22907558091771
"ENSG00000121671","ENSG00000121671",0.164087063735498,2.88461037846061,6.82868902399103,3.11538962153939,0.357055162336394,0.000507027219356027,0.0903805496828824,2.21899773162896,3.70996619086192
"ENSG00000121680","ENSG00000121680",0.172553603247702,4.98137287052164,4.24491609710805,1.01862712947836,0.316482552155185,0.000767953507679553,0.0912384716732496,-1.32527739759195,2.55299491796918
"ENSG00000121690","ENSG00000121690",0.298691444160314,16.0103308567578,1.99298362079389,13.9896691432422,0.171940651409409,0.00870841487279839,0.145582725300729,11.291968591148,14.6069809264546
"ENSG00000121691","ENSG00000121691",0.0442285947220134,15.7011881525847,5.49108292845655,14.2988118474153,0.0197921933188492,0.588961038961039,0.761168240053945,8.71845443502741,-1.64659300567152
"ENSG00000121716","ENSG00000121716",0.360262430696784,6.59282923471534,2.29499084849056,-0.592829234715339,0.0706829870757284,0.148600486271719,0.433460700577475,-5.11187181968368,2.52567366907117
"ENSG00000121741","ENSG00000121741",0.0317735017073489,10.0795733501338,8.57181403177118,-4.07957335013375,0.0520488725059294,0.247859218407164,0.529277311350023,16.0355368386007,-1.7060138075037
"ENSG00000121742","ENSG00000121742",0.115531047795879,1.48365509166412,6.11351512616375,4.51634490833588,0.0783878501300772,0.120201031844867,0.402771982116244,-0.539982966198332,5.50923346326364
"ENSG00000121749","ENSG00000121749",0.0311717553776092,16.4085313683668,6.07031108063162,13.5914686316332,0.0314030361751803,0.432689912826899,0.656616151617142,8.8686127844125,15.1528587923004
"ENSG00000121753","ENSG00000121753",0.206983238413527,1.57242105300919,7.09508210552866,4.42757894699081,0.10694747157643,0.0533742513194568,0.300377119209718,2.05063276635508,7.31236564337346
"ENSG00000121766","ENSG00000121766",0.127022662515721,9.7026281585276,5.94169654214296,-3.7026281585276,0.0894455681663625,0.0877453596631679,0.358894440671388,17.2457779217394,-1.93313213683267
"ENSG00000121769","ENSG00000121769",0.113819883773006,12.7104330884812,4.44699941822693,17.2895669115188,0.0225950431224433,0.546975627112613,0.733390308860357,10.4722774839051,-4.5467899265121
"ENSG00000121774","ENSG00000121774",0.0240706470945064,5.82272411842812,6.57595665848038,0.177275881571877,0.0215222828529797,0.562631204412026,0.744380457722997,-2.21338307117655,9.21700847265314
"ENSG00000121775","ENSG00000121775",0.0647246249312748,1.59054347267707,2.62567381557764,4.40945652732293,0.0335007954184768,0.40947340330902,0.643007458586686,0.539121025600946,6.76706841882036
"ENSG00000121851","ENSG00000121851",0.107151328042438,12.829796815953,3.26135059838135,17.170203184047,0.0573382399416659,0.214852042934235,0.499207748904627,14.0116786350874,-3.42068548885719
"ENSG00000121858","ENSG00000121858",0.0225170929805342,1.82996642291882,3.48396665489382,4.17003357708118,0.00122224994493847,0.966195220304809,0.979664043383374,-2.67233058246904,11.4908572343506
"ENSG00000121864","ENSG00000121864",0.0643937225789276,10.3522540330656,5.5573377158389,-4.35225403306562,0.0686886534688999,0.156967917926822,0.440508877905913,15.8351862041318,-2.23830026906964
"ENSG00000121871","ENSG00000121871",0.102605255232145,1.63480737215123,5.13050425168414,4.36519262784877,0.0855319908521532,0.0984848484848485,0.373891215273088,2.37631840699996,6.33698428281138
"ENSG00000121879","ENSG00000121879",0.0757570306204621,16.2057144429774,6.66665794897784,13.7942855570226,0.210692188673534,0.00375081539465105,0.110364683301345,12.3243156262981,14.1469094205302
"ENSG00000121892","ENSG00000121892",0.0856303715528181,16.1441496638129,7.28325992573141,13.8558503361871,0.382552569361069,0.000370633932277764,0.0901875901875893,13.2859772362969,14.5362419057539
"ENSG00000121897","ENSG00000121897",0.098569493660546,15.2695709379996,4.35269066315929,14.7304290620004,0.147399561806458,0.0167793393820791,0.185382603008503,12.1814932248809,15.5434389835855
"ENSG00000121900","ENSG00000121900",0.095037605820939,2.05812937694128,3.10447932202331,3.94187062305872,0.058672932090278,0.206632864852043,0.491477272727273,-2.1411409182914,4.68179498779603
